Store,Date,Volume (units), Sales ($s) , Price 
38,1/25/2019,130," $1,949 ", $14.99 
38,1/24/2019,199," $2,496 ", $12.54 
38,1/23/2019,123," $1,844 ", $14.99 
38,1/22/2019,87," $1,304 ", $14.99 
38,1/21/2019,118," $1,672 ", $14.17 
38,1/20/2019,84," $1,227 ", $14.61 
38,1/19/2019,91," $1,323 ", $14.54 
38,1/18/2019,103," $1,483 ", $14.40 
38,1/17/2019,139," $1,818 ", $13.08 
38,1/16/2019,183," $2,181 ", $11.92 
38,1/15/2019,132," $1,884 ", $14.27 
38,1/14/2019,70," $1,049 ", $14.99 
38,1/13/2019,158," $1,817 ", $11.50 
38,1/12/2019,121," $1,814 ", $14.99 
38,1/11/2019,199," $2,215 ", $11.13 
38,1/10/2019,45, $675 , $14.99 
38,1/9/2019,152," $1,827 ", $12.02 
38,1/8/2019,90," $1,349 ", $14.99 
38,1/7/2019,125," $1,874 ", $14.99 
38,1/6/2019,96," $1,439 ", $14.99 
38,1/5/2019,174," $2,256 ", $12.96 
38,1/4/2019,156," $2,081 ", $13.34 
38,1/3/2019,104," $1,559 ", $14.99 
38,1/2/2019,100," $1,499 ", $14.99 
38,1/1/2019,101," $1,398 ", $13.84 
39,8/31/2019,122," $1,829 ", $14.99 
39,8/30/2019,160," $2,242 ", $14.01 
39,8/29/2019,91," $1,364 ", $14.99 
39,8/28/2019,93," $1,319 ", $14.18 
39,8/27/2019,111," $1,494 ", $13.46 
39,8/26/2019,92," $1,379 ", $14.99 
39,8/25/2019,78," $1,169 ", $14.99 
39,8/24/2019,97," $1,419 ", $14.63 
39,8/23/2019,170," $2,119 ", $12.47 
39,8/22/2019,117," $1,754 ", $14.99 
39,8/21/2019,84," $1,259 ", $14.99 
39,8/20/2019,120," $1,799 ", $14.99 
39,8/19/2019,116," $1,720 ", $14.83 
39,8/18/2019,94," $1,409 ", $14.99 
39,8/17/2019,88," $1,249 ", $14.19 
39,8/16/2019,110," $1,569 ", $14.27 
39,8/15/2019,110," $1,649 ", $14.99 
39,8/14/2019,154," $2,097 ", $13.62 
39,8/13/2019,123," $1,844 ", $14.99 
39,8/12/2019,85," $1,274 ", $14.99 
39,8/11/2019,139," $1,831 ", $13.17 
39,8/10/2019,171," $2,352 ", $13.75 
39,8/9/2019,103," $1,503 ", $14.60 
39,8/8/2019,87," $1,303 ", $14.98 
39,8/7/2019,113," $1,639 ", $14.50 
39,8/6/2019,171," $1,909 ", $11.16 
39,8/5/2019,92," $1,379 ", $14.99 
39,8/4/2019,78," $1,169 ", $14.99 
39,8/3/2019,113," $1,582 ", $14.00 
39,8/2/2019,134," $1,585 ", $11.83 
39,8/1/2019,114," $1,598 ", $14.02 
39,7/31/2019,99," $1,484 ", $14.99 
39,7/30/2019,128," $1,760 ", $13.75 
39,7/29/2019,112," $1,679 ", $14.99 
39,7/28/2019,101," $1,514 ", $14.99 
39,7/27/2019,155," $2,091 ", $13.49 
39,7/26/2019,189," $2,304 ", $12.19 
39,7/25/2019,79," $1,103 ", $13.96 
39,7/24/2019,121," $1,814 ", $14.99 
39,7/23/2019,84," $1,259 ", $14.99 
39,7/22/2019,109," $1,579 ", $14.48 
39,7/21/2019,83," $1,244 ", $14.99 
39,7/20/2019,119," $1,729 ", $14.53 
39,7/19/2019,80," $1,166 ", $14.57 
39,7/18/2019,103," $1,221 ", $11.86 
39,7/17/2019,104," $1,559 ", $14.99 
39,7/16/2019,68," $1,019 ", $14.99 
39,7/15/2019,126," $1,846 ", $14.65 
39,7/14/2019,151," $2,034 ", $13.47 
39,7/13/2019,172," $1,902 ", $11.06 
39,7/12/2019,89," $1,325 ", $14.89 
39,7/11/2019,120," $1,799 ", $14.99 
39,7/10/2019,121," $1,814 ", $14.99 
39,7/9/2019,138," $2,069 ", $14.99 
39,7/8/2019,173," $1,987 ", $11.48 
39,7/7/2019,121," $1,814 ", $14.99 
39,7/6/2019,125," $1,616 ", $12.93 
39,7/5/2019,111," $1,664 ", $14.99 
39,7/4/2019,89," $1,293 ", $14.53 
39,7/3/2019,118," $1,688 ", $14.31 
39,7/2/2019,110," $1,649 ", $14.99 
39,7/1/2019,119," $1,784 ", $14.99 
39,6/30/2019,150," $1,845 ", $12.30 
39,6/29/2019,134," $1,671 ", $12.47 
39,6/28/2019,114," $1,709 ", $14.99 
39,6/27/2019,96," $1,355 ", $14.11 
39,6/26/2019,95," $1,322 ", $13.92 
39,6/25/2019,138," $2,069 ", $14.99 
39,6/24/2019,109," $1,604 ", $14.71 
39,6/23/2019,110," $1,649 ", $14.99 
39,6/22/2019,84," $1,259 ", $14.99 
39,6/21/2019,104," $1,464 ", $14.08 
39,6/20/2019,72," $1,079 ", $14.99 
39,6/19/2019,117," $1,730 ", $14.79 
39,6/18/2019,123," $1,697 ", $13.79 
39,6/17/2019,113," $1,694 ", $14.99 
39,6/16/2019,99," $1,484 ", $14.99 
39,6/15/2019,117," $1,754 ", $14.99 
39,6/14/2019,124," $1,845 ", $14.88 
39,6/13/2019,205," $2,019 ", $9.85 
39,6/12/2019,85," $1,231 ", $14.48 
39,6/11/2019,108," $1,639 ", $15.17 
39,6/10/2019,106," $1,589 ", $14.99 
39,6/9/2019,151," $1,981 ", $13.12 
39,6/8/2019,132," $1,652 ", $12.51 
39,6/7/2019,79," $1,184 ", $14.99 
39,6/6/2019,119," $1,784 ", $14.99 
39,6/5/2019,185," $2,385 ", $12.89 
39,6/4/2019,143," $1,867 ", $13.05 
39,6/3/2019,111," $1,664 ", $14.99 
39,6/2/2019,73," $1,094 ", $14.99 
39,6/1/2019,103," $1,544 ", $14.99 
39,5/31/2019,134," $1,887 ", $14.09 
39,5/30/2019,98," $1,469 ", $14.99 
39,5/29/2019,116," $1,739 ", $14.99 
39,5/28/2019,80," $1,199 ", $14.99 
39,5/27/2019,98," $1,469 ", $14.99 
39,5/26/2019,180," $2,424 ", $13.47 
39,5/25/2019,102," $1,491 ", $14.61 
39,5/24/2019,243," $2,360 ", $9.71 
39,5/23/2019,105," $1,574 ", $14.99 
39,5/22/2019,148," $1,994 ", $13.47 
39,5/21/2019,121," $1,556 ", $12.86 
39,5/20/2019,115," $1,665 ", $14.48 
39,5/19/2019,131," $1,622 ", $12.38 
39,5/18/2019,187," $1,998 ", $10.68 
39,5/17/2019,171," $2,206 ", $12.90 
39,5/16/2019,230," $2,228 ", $9.69 
39,5/15/2019,158," $2,008 ", $12.71 
39,5/14/2019,111," $1,664 ", $14.99 
39,5/13/2019,93," $1,394 ", $14.99 
39,5/12/2019,143," $2,039 ", $14.26 
39,5/11/2019,143," $1,784 ", $12.47 
39,5/10/2019,91," $1,364 ", $14.99 
39,5/9/2019,127," $1,904 ", $14.99 
39,5/8/2019,207," $2,161 ", $10.44 
39,5/7/2019,181," $2,171 ", $12.00 
39,5/6/2019,165," $1,944 ", $11.78 
39,5/5/2019,104," $1,559 ", $14.99 
39,5/4/2019,144," $1,817 ", $12.61 
39,5/3/2019,135," $2,024 ", $14.99 
39,5/2/2019,92," $1,379 ", $14.99 
39,5/1/2019,87," $1,304 ", $14.99 
39,4/30/2019,125," $1,654 ", $13.23 
39,4/29/2019,122," $1,737 ", $14.24 
39,4/28/2019,193," $2,381 ", $12.34 
39,4/27/2019,72," $1,079 ", $14.99 
39,4/26/2019,103," $1,544 ", $14.99 
39,4/25/2019,80," $1,199 ", $14.99 
39,4/24/2019,91," $1,364 ", $14.99 
39,4/23/2019,115," $1,724 ", $14.99 
39,4/22/2019,112," $1,679 ", $14.99 
39,4/21/2019,135," $1,676 ", $12.42 
39,4/20/2019,102," $1,529 ", $14.99 
39,4/19/2019,122," $1,829 ", $14.99 
39,4/18/2019,98," $1,469 ", $14.99 
39,4/17/2019,132," $1,803 ", $13.66 
39,4/16/2019,93," $1,281 ", $13.78 
39,4/15/2019,186," $2,313 ", $12.43 
39,4/14/2019,112," $1,629 ", $14.54 
39,4/13/2019,120," $1,671 ", $13.93 
39,4/12/2019,105," $1,574 ", $14.99 
39,4/11/2019,133," $1,994 ", $14.99 
39,4/10/2019,134," $1,611 ", $12.02 
39,4/9/2019,72," $1,079 ", $14.99 
39,4/8/2019,100," $1,499 ", $14.99 
39,4/7/2019,114," $1,709 ", $14.99 
39,4/6/2019,116," $1,715 ", $14.79 
39,4/5/2019,102," $1,529 ", $14.99 
39,4/4/2019,126," $1,829 ", $14.51 
39,4/3/2019,97," $1,365 ", $14.07 
39,4/2/2019,112," $1,679 ", $14.99 
39,4/1/2019,89," $1,334 ", $14.99 
39,3/31/2019,106," $1,490 ", $14.05 
39,3/30/2019,81," $1,214 ", $14.98 
39,3/29/2019,100," $1,499 ", $14.99 
39,3/28/2019,121," $1,623 ", $13.42 
39,3/27/2019,116," $1,608 ", $13.86 
39,3/26/2019,91," $1,348 ", $14.81 
39,3/25/2019,111," $1,625 ", $14.64 
39,3/24/2019,111," $1,567 ", $14.12 
39,3/23/2019,119," $1,696 ", $14.25 
39,3/22/2019,122," $1,824 ", $14.95 
39,3/21/2019,136," $1,912 ", $14.06 
39,3/20/2019,75," $1,124 ", $14.99 
39,3/19/2019,114," $1,623 ", $14.24 
39,3/18/2019,107," $1,518 ", $14.19 
39,3/17/2019,76," $1,139 ", $14.99 
39,3/16/2019,107," $1,604 ", $14.99 
39,3/15/2019,106," $1,589 ", $14.99 
39,3/14/2019,65, $974 , $14.99 
39,3/13/2019,95," $1,424 ", $14.99 
39,3/12/2019,132," $1,588 ", $12.03 
39,3/11/2019,192," $2,151 ", $11.20 
39,3/10/2019,195," $1,979 ", $10.15 
39,3/9/2019,109," $1,634 ", $14.99 
39,3/8/2019,173," $2,238 ", $12.93 
39,3/7/2019,114," $1,709 ", $14.99 
39,3/6/2019,61, $914 , $14.99 
39,3/5/2019,182," $2,141 ", $11.76 
39,3/4/2019,186," $1,994 ", $10.72 
39,3/3/2019,124," $1,859 ", $14.99 
39,3/2/2019,94," $1,409 ", $14.99 
39,3/1/2019,113," $1,545 ", $13.68 
39,2/28/2019,139," $1,875 ", $13.49 
39,2/27/2019,67," $1,004 ", $14.99 
39,2/26/2019,95," $1,424 ", $14.99 
39,2/25/2019,107," $1,569 ", $14.66 
39,2/24/2019,173," $2,186 ", $12.63 
39,2/23/2019,106," $1,589 ", $14.99 
39,2/22/2019,95," $1,424 ", $14.99 
39,2/21/2019,97," $1,454 ", $14.99 
39,2/20/2019,63, $944 , $14.99 
39,2/19/2019,75," $1,124 ", $14.99 
39,2/18/2019,131," $1,850 ", $14.12 
39,2/17/2019,108," $1,619 ", $14.99 
39,2/16/2019,145," $1,966 ", $13.56 
39,2/15/2019,107," $1,604 ", $14.99 
39,2/14/2019,90," $1,349 ", $14.99 
39,2/13/2019,124," $1,713 ", $13.82 
39,2/12/2019,117," $1,754 ", $14.99 
39,2/11/2019,181," $2,220 ", $12.26 
39,2/10/2019,133," $1,924 ", $14.46 
39,2/9/2019,137," $1,764 ", $12.87 
39,2/8/2019,159," $2,204 ", $13.86 
39,2/7/2019,195," $2,144 ", $11.00 
39,2/6/2019,111," $1,481 ", $13.34 
39,2/5/2019,99," $1,484 ", $14.99 
39,2/4/2019,181," $2,132 ", $11.78 
39,2/3/2019,129," $1,830 ", $14.19 
39,2/2/2019,159," $2,061 ", $12.96 
39,2/1/2019,103," $1,470 ", $14.27 
39,1/31/2019,114," $1,709 ", $14.99 
39,1/30/2019,129," $1,934 ", $14.99 
39,1/29/2019,159," $1,828 ", $11.50 
39,1/28/2019,98," $1,469 ", $14.99 
39,1/27/2019,92," $1,379 ", $14.99 
39,1/26/2019,146," $1,859 ", $12.73 
39,1/25/2019,123," $1,650 ", $13.41 
39,1/24/2019,122," $1,727 ", $14.15 
39,1/23/2019,74," $1,093 ", $14.77 
39,1/22/2019,76," $1,139 ", $14.99 
39,1/21/2019,86," $1,289 ", $14.99 
39,1/20/2019,106," $1,541 ", $14.54 
39,1/19/2019,137," $1,837 ", $13.41 
39,1/18/2019,105," $1,574 ", $14.99 
39,1/17/2019,121," $1,814 ", $14.99 
39,1/16/2019,130," $2,083 ", $16.02 
39,1/15/2019,147," $1,959 ", $13.33 
39,1/14/2019,80," $1,199 ", $14.99 
39,1/13/2019,103," $1,544 ", $14.99 
39,1/12/2019,95," $1,424 ", $14.99 
39,1/11/2019,88," $1,319 ", $14.99 
39,1/10/2019,94," $1,409 ", $14.99 
39,1/9/2019,102," $1,529 ", $14.99 
39,1/8/2019,141," $1,705 ", $12.09 
39,1/7/2019,189," $2,085 ", $11.03 
39,1/6/2019,106," $1,540 ", $14.53 
39,1/5/2019,147," $1,971 ", $13.41 
39,1/4/2019,84," $1,259 ", $14.99 
39,1/3/2019,98," $1,469 ", $14.99 
39,1/2/2019,81," $1,191 ", $14.70 
39,1/1/2019,104," $1,559 ", $14.99 
40,8/31/2019,153," $2,207 ", $14.43 
40,8/30/2019,86," $1,289 ", $14.99 
40,8/29/2019,90," $1,329 ", $14.77 
40,8/28/2019,90," $1,349 ", $14.99 
40,8/27/2019,124," $1,661 ", $13.39 
40,8/26/2019,124," $1,793 ", $14.46 
40,8/25/2019,216," $2,539 ", $11.75 
40,8/24/2019,161," $1,786 ", $11.10 
40,8/23/2019,87," $1,304 ", $14.99 
40,8/22/2019,151," $1,887 ", $12.49 
40,8/21/2019,128," $1,919 ", $14.99 
40,8/20/2019,99," $1,309 ", $13.22 
40,8/19/2019,152," $1,969 ", $12.95 
40,8/18/2019,163," $2,041 ", $12.52 
40,8/17/2019,109," $1,526 ", $14.00 
40,8/16/2019,110," $1,611 ", $14.64 
40,8/15/2019,92," $1,373 ", $14.92 
40,8/14/2019,91," $1,364 ", $14.99 
40,8/13/2019,108," $1,593 ", $14.75 
40,8/12/2019,84," $1,259 ", $14.99 
40,8/11/2019,103," $1,544 ", $14.99 
40,8/10/2019,154," $1,896 ", $12.31 
40,8/9/2019,122," $1,564 ", $12.82 
40,8/8/2019,128," $1,919 ", $14.99 
40,8/7/2019,83," $1,244 ", $14.99 
40,8/6/2019,113," $1,694 ", $14.99 
40,8/5/2019,119," $1,751 ", $14.71 
40,8/4/2019,130," $1,721 ", $13.24 
40,8/3/2019,126," $1,517 ", $12.04 
40,8/2/2019,133," $1,994 ", $14.99 
40,8/1/2019,106," $1,554 ", $14.66 
40,7/31/2019,89," $1,315 ", $14.78 
40,7/30/2019,132," $1,979 ", $14.99 
40,7/29/2019,53, $794 , $14.99 
40,7/28/2019,98," $1,469 ", $14.99 
40,7/27/2019,133," $1,994 ", $14.99 
40,7/26/2019,136," $1,916 ", $14.09 
40,7/25/2019,125," $1,838 ", $14.71 
40,7/24/2019,151," $1,997 ", $13.23 
40,7/23/2019,105," $1,488 ", $14.17 
40,7/22/2019,202," $2,510 ", $12.43 
40,7/21/2019,91," $1,364 ", $14.99 
40,7/20/2019,111," $1,664 ", $14.99 
40,7/19/2019,127," $1,792 ", $14.11 
40,7/18/2019,163," $1,616 ", $9.91 
40,7/17/2019,79," $1,184 ", $14.99 
40,7/16/2019,82," $1,229 ", $14.99 
40,7/15/2019,96," $1,360 ", $14.17 
40,7/14/2019,83," $1,244 ", $14.99 
40,7/13/2019,101," $1,461 ", $14.46 
40,7/12/2019,100," $1,480 ", $14.80 
40,7/11/2019,128," $1,784 ", $13.94 
40,7/10/2019,106," $1,589 ", $14.99 
40,7/9/2019,84," $1,258 ", $14.97 
40,7/8/2019,92," $1,379 ", $14.99 
40,7/7/2019,90," $1,349 ", $14.99 
40,7/6/2019,106," $1,551 ", $14.63 
40,7/5/2019,84," $1,202 ", $14.31 
40,7/4/2019,119," $1,744 ", $14.65 
40,7/3/2019,95," $1,424 ", $14.99 
40,7/2/2019,48, $807 , $16.81 
40,7/1/2019,122," $1,829 ", $14.99 
40,6/30/2019,148," $1,722 ", $11.64 
40,6/29/2019,92," $1,367 ", $14.86 
40,6/28/2019,112," $1,679 ", $14.99 
40,6/27/2019,124," $1,859 ", $14.99 
40,6/26/2019,107," $1,576 ", $14.73 
40,6/25/2019,106," $1,589 ", $14.99 
40,6/24/2019,86," $1,289 ", $14.99 
40,6/23/2019,185," $2,153 ", $11.64 
40,6/22/2019,110," $1,649 ", $14.99 
40,6/21/2019,185," $2,439 ", $13.18 
40,6/20/2019,135," $1,807 ", $13.39 
40,6/19/2019,123," $1,844 ", $14.99 
40,6/18/2019,93," $1,372 ", $14.75 
40,6/17/2019,116," $1,739 ", $14.99 
40,6/16/2019,77," $1,135 ", $14.74 
40,6/15/2019,134," $1,830 ", $13.66 
40,6/14/2019,106," $1,589 ", $14.99 
40,6/13/2019,118," $1,553 ", $13.16 
40,6/12/2019,103," $1,544 ", $14.99 
40,6/11/2019,79," $1,184 ", $14.99 
40,6/10/2019,85," $1,263 ", $14.85 
40,6/9/2019,73," $1,094 ", $14.99 
40,6/8/2019,124," $1,743 ", $14.06 
40,6/7/2019,176," $2,246 ", $12.76 
40,6/6/2019,73," $1,094 ", $14.99 
40,6/5/2019,74," $1,109 ", $14.99 
40,6/4/2019,155," $2,146 ", $13.84 
40,6/3/2019,129," $1,934 ", $14.99 
40,6/2/2019,90," $1,349 ", $14.99 
40,6/1/2019,96," $1,439 ", $14.99 
40,5/31/2019,103," $1,544 ", $14.99 
40,5/30/2019,145," $1,976 ", $13.63 
40,5/29/2019,113," $1,694 ", $14.99 
40,5/28/2019,100," $1,499 ", $14.99 
40,5/27/2019,68," $1,019 ", $14.99 
40,5/26/2019,213," $2,538 ", $11.91 
40,5/25/2019,184," $2,059 ", $11.19 
40,5/24/2019,150," $1,860 ", $12.40 
40,5/23/2019,98," $1,469 ", $14.99 
40,5/22/2019,99," $1,484 ", $14.99 
40,5/21/2019,84," $1,259 ", $14.99 
40,5/20/2019,155," $1,974 ", $12.74 
40,5/19/2019,107," $1,604 ", $14.99 
40,5/18/2019,105," $1,567 ", $14.93 
40,5/17/2019,110," $1,649 ", $14.99 
40,5/16/2019,110," $1,649 ", $14.99 
40,5/15/2019,180," $1,887 ", $10.48 
40,5/14/2019,60, $899 , $14.99 
40,5/13/2019,149," $1,759 ", $11.80 
40,5/12/2019,112," $1,679 ", $14.99 
40,5/11/2019,57, $854 , $14.99 
40,5/10/2019,64, $959 , $14.99 
40,5/9/2019,104," $1,559 ", $14.99 
40,5/8/2019,79," $1,184 ", $14.99 
40,5/7/2019,71," $1,064 ", $14.99 
40,5/6/2019,86," $1,289 ", $14.99 
40,5/5/2019,130," $1,949 ", $14.99 
40,5/4/2019,176," $2,097 ", $11.91 
40,5/3/2019,92," $1,379 ", $14.99 
40,5/2/2019,206," $2,008 ", $9.75 
40,5/1/2019,118," $1,769 ", $14.99 
40,4/30/2019,132," $1,970 ", $14.92 
40,4/29/2019,118," $1,769 ", $14.99 
40,4/28/2019,88," $1,319 ", $14.99 
40,4/27/2019,124," $1,805 ", $14.55 
40,4/26/2019,154," $1,976 ", $12.83 
40,4/25/2019,56, $839 , $14.99 
40,4/24/2019,99," $1,484 ", $14.99 
40,4/23/2019,102," $1,469 ", $14.40 
40,4/22/2019,115," $1,695 ", $14.74 
40,4/21/2019,100," $1,499 ", $14.99 
40,4/20/2019,141," $1,951 ", $13.84 
40,4/19/2019,130," $1,667 ", $12.83 
40,4/18/2019,102," $1,529 ", $14.99 
40,4/17/2019,135," $1,593 ", $11.80 
40,4/16/2019,91," $1,306 ", $14.35 
40,4/15/2019,108," $1,482 ", $13.72 
40,4/14/2019,105," $1,574 ", $14.99 
40,4/13/2019,91," $1,350 ", $14.84 
40,4/12/2019,69," $1,034 ", $14.99 
40,4/11/2019,120," $1,683 ", $14.03 
40,4/10/2019,123," $1,844 ", $14.99 
40,4/9/2019,157," $2,172 ", $13.84 
40,4/8/2019,85," $1,274 ", $14.99 
40,4/7/2019,90," $1,349 ", $14.99 
40,4/6/2019,127," $1,904 ", $14.99 
40,4/5/2019,111," $1,664 ", $14.99 
40,4/4/2019,115," $1,724 ", $14.99 
40,4/3/2019,143," $1,882 ", $13.16 
40,4/2/2019,178," $2,063 ", $11.59 
40,4/1/2019,106," $1,589 ", $14.99 
40,3/31/2019,117," $1,754 ", $14.99 
40,3/30/2019,127," $1,904 ", $14.99 
40,3/29/2019,197," $2,030 ", $10.30 
40,3/28/2019,71," $1,064 ", $14.99 
40,3/27/2019,84," $1,259 ", $14.99 
40,3/26/2019,101," $1,514 ", $14.99 
40,3/25/2019,103," $1,544 ", $14.99 
40,3/24/2019,108," $1,619 ", $14.99 
40,3/23/2019,116," $1,739 ", $14.99 
40,3/22/2019,79," $1,184 ", $14.99 
40,3/21/2019,125," $1,616 ", $12.93 
40,3/20/2019,73," $1,094 ", $14.99 
40,3/19/2019,92," $1,308 ", $14.22 
40,3/18/2019,102," $1,529 ", $14.99 
40,3/17/2019,119," $1,784 ", $14.99 
40,3/16/2019,128," $1,825 ", $14.26 
40,3/15/2019,94," $1,409 ", $14.99 
40,3/14/2019,108," $1,619 ", $14.99 
40,3/13/2019,101," $1,428 ", $14.14 
40,3/12/2019,117," $1,754 ", $14.99 
40,3/11/2019,72," $1,079 ", $14.99 
40,3/10/2019,129," $1,621 ", $12.57 
40,3/9/2019,85," $1,248 ", $14.68 
40,3/8/2019,88," $1,319 ", $14.99 
40,3/7/2019,127," $1,857 ", $14.63 
40,3/6/2019,144," $2,017 ", $14.00 
40,3/5/2019,110," $1,649 ", $14.99 
40,3/4/2019,156," $1,926 ", $12.35 
40,3/3/2019,64, $959 , $14.99 
40,3/2/2019,65, $974 , $14.99 
40,3/1/2019,124," $1,581 ", $12.75 
40,2/28/2019,100," $1,499 ", $14.99 
40,2/27/2019,121," $1,725 ", $14.26 
40,2/26/2019,175," $2,199 ", $12.57 
40,2/25/2019,108," $1,619 ", $14.99 
40,2/24/2019,147," $2,091 ", $14.23 
40,2/23/2019,110," $1,519 ", $13.80 
40,2/22/2019,85," $1,274 ", $14.99 
40,2/21/2019,101," $1,474 ", $14.60 
40,2/20/2019,159," $1,808 ", $11.37 
40,2/19/2019,135," $1,966 ", $14.56 
40,2/18/2019,136," $1,815 ", $13.35 
40,2/17/2019,99," $1,484 ", $14.99 
40,2/16/2019,82," $1,229 ", $14.99 
40,2/15/2019,105," $1,574 ", $14.99 
40,2/14/2019,188," $2,009 ", $10.69 
40,2/13/2019,99," $1,451 ", $14.66 
40,2/12/2019,171," $2,247 ", $13.14 
40,2/11/2019,143," $1,817 ", $12.71 
40,2/10/2019,110," $1,649 ", $14.99 
40,2/9/2019,157," $2,068 ", $13.17 
40,2/8/2019,75," $1,124 ", $14.99 
40,2/7/2019,60, $899 , $14.99 
40,2/6/2019,114," $1,643 ", $14.41 
40,2/5/2019,171," $2,214 ", $12.95 
40,2/4/2019,130," $1,949 ", $14.99 
40,2/3/2019,114," $1,549 ", $13.59 
40,2/2/2019,78," $1,169 ", $14.99 
40,2/1/2019,75," $1,103 ", $14.70 
40,1/31/2019,95," $1,424 ", $14.99 
40,1/30/2019,88," $1,319 ", $14.99 
40,1/29/2019,104," $1,559 ", $14.99 
40,1/28/2019,159," $2,141 ", $13.47 
40,1/27/2019,160," $2,218 ", $13.86 
40,1/26/2019,117," $1,716 ", $14.67 
40,1/25/2019,190," $2,079 ", $10.94 
40,1/24/2019,135," $2,024 ", $14.99 
40,1/23/2019,105," $1,482 ", $14.12 
40,1/22/2019,91," $1,364 ", $14.99 
40,1/21/2019,95," $1,424 ", $14.99 
40,1/20/2019,115," $1,672 ", $14.54 
40,1/19/2019,142," $1,871 ", $13.18 
40,1/18/2019,79," $1,184 ", $14.99 
40,1/17/2019,122," $1,829 ", $14.99 
40,1/16/2019,174," $2,129 ", $12.23 
40,1/15/2019,118," $1,632 ", $13.83 
40,1/14/2019,132," $1,979 ", $14.99 
40,1/13/2019,164," $2,204 ", $13.44 
40,1/12/2019,113," $1,694 ", $14.99 
40,1/11/2019,109," $1,527 ", $14.01 
40,1/10/2019,124," $1,859 ", $14.99 
40,1/9/2019,146," $2,058 ", $14.09 
40,1/8/2019,119," $1,784 ", $14.99 
40,1/7/2019,71," $1,064 ", $14.99 
40,1/6/2019,147," $1,842 ", $12.53 
40,1/5/2019,128," $1,686 ", $13.17 
40,1/4/2019,77," $1,154 ", $14.99 
40,1/3/2019,178," $2,319 ", $13.03 
40,1/2/2019,70," $1,049 ", $14.99 
40,1/1/2019,104," $1,559 ", $14.99 
41,8/31/2019,102," $1,529 ", $14.99 
41,8/30/2019,168," $1,969 ", $11.72 
41,8/29/2019,107," $1,604 ", $14.99 
41,8/28/2019,186," $2,348 ", $12.62 
41,8/27/2019,73," $1,077 ", $14.76 
41,8/26/2019,143," $2,144 ", $14.99 
41,8/25/2019,101," $1,514 ", $14.99 
41,8/24/2019,84," $1,259 ", $14.99 
41,8/23/2019,176," $2,039 ", $11.58 
41,8/22/2019,116," $1,734 ", $14.95 
41,8/21/2019,122," $1,829 ", $14.99 
41,8/20/2019,104," $1,521 ", $14.62 
41,8/19/2019,106," $1,589 ", $14.99 
41,8/18/2019,177," $2,204 ", $12.45 
41,8/17/2019,81," $1,214 ", $14.99 
41,8/16/2019,100," $1,499 ", $14.99 
41,8/15/2019,170," $1,840 ", $10.83 
41,8/14/2019,160," $1,776 ", $11.10 
41,8/13/2019,147," $1,966 ", $13.38 
41,8/12/2019,99," $1,467 ", $14.82 
41,8/11/2019,116," $1,739 ", $14.99 
41,8/10/2019,118," $1,769 ", $14.99 
41,8/9/2019,123," $1,686 ", $13.71 
41,8/8/2019,65, $974 , $14.99 
41,8/7/2019,137," $2,054 ", $14.99 
41,8/6/2019,85," $1,214 ", $14.28 
41,8/5/2019,134," $2,009 ", $14.99 
41,8/4/2019,191," $2,386 ", $12.49 
41,8/3/2019,110," $1,649 ", $14.99 
41,8/2/2019,90," $1,349 ", $14.99 
41,8/1/2019,90," $1,349 ", $14.99 
41,7/31/2019,98," $1,348 ", $13.75 
41,7/30/2019,103," $1,544 ", $14.99 
41,7/29/2019,112," $1,526 ", $13.62 
41,7/28/2019,129," $1,800 ", $13.95 
41,7/27/2019,151," $1,885 ", $12.48 
41,7/26/2019,192," $2,031 ", $10.58 
41,7/25/2019,108," $1,619 ", $14.99 
41,7/24/2019,154," $2,091 ", $13.58 
41,7/23/2019,112," $1,679 ", $14.99 
41,7/22/2019,141," $1,952 ", $13.85 
41,7/21/2019,111," $1,609 ", $14.50 
41,7/20/2019,86," $1,289 ", $14.99 
41,7/19/2019,100," $1,499 ", $14.99 
41,7/18/2019,144," $1,980 ", $13.75 
41,7/17/2019,80," $1,194 ", $14.92 
41,7/16/2019,78," $1,169 ", $14.99 
41,7/15/2019,74," $1,109 ", $14.99 
41,7/14/2019,101," $1,450 ", $14.35 
41,7/13/2019,113," $1,694 ", $14.99 
41,7/12/2019,104," $1,551 ", $14.92 
41,7/11/2019,80," $1,199 ", $14.99 
41,7/10/2019,103," $1,544 ", $14.99 
41,7/9/2019,91," $1,364 ", $14.99 
41,7/8/2019,97," $1,454 ", $14.99 
41,7/7/2019,96," $1,439 ", $14.99 
41,7/6/2019,73," $1,094 ", $14.99 
41,7/5/2019,103," $1,531 ", $14.86 
41,7/4/2019,115," $1,687 ", $14.67 
41,7/3/2019,97," $1,371 ", $14.13 
41,7/2/2019,71," $1,064 ", $14.99 
41,7/1/2019,130," $1,601 ", $12.31 
41,6/30/2019,203," $2,557 ", $12.59 
41,6/29/2019,79," $1,184 ", $14.99 
41,6/28/2019,121," $1,654 ", $13.67 
41,6/27/2019,139," $2,084 ", $14.99 
41,6/26/2019,120," $1,515 ", $12.63 
41,6/25/2019,139," $2,050 ", $14.75 
41,6/24/2019,124," $1,730 ", $13.96 
41,6/23/2019,182," $2,286 ", $12.56 
41,6/22/2019,146," $2,049 ", $14.03 
41,6/21/2019,107," $1,604 ", $14.99 
41,6/20/2019,141," $1,696 ", $12.03 
